time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
810302,-1.757344,7.799784,-3.622952,0.129574,-0.007622,-0.243904,170.70001,-136.5,-10.5,,,,,,
810324,-1.8949169,7.2895684,-3.8753684,0.3811,0.251526,0.663114,156.3,-136.5,-13.500001,,,,,,
810365,-0.5233751,9.680944,-3.627737,0.891774,-0.983238,2.355198,146.70001,-136.5,-16.5,,,,,,
810405,-0.4258778,8.822011,-3.6241484,0.106708,-0.289636,0.480186,156.3,-146.1,-13.500001,,,,,,
810562,-1.041965,4.1642714,-3.3466098,3.041178,-1.6387299,-0.708846,149.1,-131.70001,-9.900001,,,,,,
810602,-0.016748004,10.856295,-2.2155216,-2.7591639,2.073184,-1.250008,134.70001,-141.3,-20.7,,,,,,
810623,-1.0999849,7.8924966,-4.0715594,-0.30488,3.155508,-3.7957559,161.1,-148.5,-13.500001,,,,,,
810663,-1.4821982,7.9684606,-3.447098,-0.70122397,1.661596,-1.768304,163.5,-146.1,-14.1,,,,,,
810684,-1.5599569,8.139529,-3.5290434,-0.068598,1.06708,-0.47256398,149.1,-150.90001,-15.3,,,,,,
810704,-1.158603,9.474585,-3.4662385,-0.16768399,1.272874,0.129574,153.90001,-143.70001,-19.5,,,,,,
810726,-0.832615,10.0368395,-3.7144678,-0.137196,1.493912,-0.548784,163.5,-143.70001,-15.3,,,,,,
810746,-1.1346772,9.177906,-3.5463896,-0.373478,0.998482,-1.547266,156.3,-129.3,-12.3,,,,,,
810766,-1.1107515,8.88661,-3.317301,-0.28201398,0.907018,-1.196654,158.70001,-129.3,-2.7,,,,,,
810786,-1.3906825,9.771263,-3.5469878,-0.55640596,1.41007,-1.3490939,165.90001,-141.3,-11.1,,,,,,
810806,-1.6634356,9.412377,-3.6791775,-0.853664,1.509156,-1.768304,156.3,-138.90001,-14.1,,,,,,
810826,-1.6993241,9.686327,-3.7796655,-0.297258,0.830798,-1.516778,151.5,-138.90001,-14.1,,,,,,
810846,-1.91645,9.401013,-3.551773,-0.525918,0.518296,-1.6539739,163.5,-146.1,-11.1,,,,,,
810868,-1.3559902,9.308301,-3.2168128,-0.83842,0.327746,-1.250008,158.70001,-138.90001,-10.5,,,,,,
810928,-1.2214079,7.7345867,-3.5876615,-0.251526,0.92988396,-0.891774,173.1,-131.70001,-13.500001,,,,,,
810963,-0.6196761,7.296148,-3.3807042,0.251526,0.15244,-0.60976,170.70001,-136.5,-17.7,,,,,,
810984,-0.46834594,6.910944,-3.4877717,0.221038,0.548784,-0.373478,149.1,-146.1,-12.3,,,,,,
811024,0.69264954,9.396228,-3.9680805,1.25763,1.06708,0.525918,165.90001,-131.70001,-11.1,,,,,,
811044,0.69264954,9.841247,-4.2767224,0.853664,0.70122397,-0.67835796,173.1,-138.90001,-14.700001,,,,,,
811064,0.30684733,8.7304945,-4.1570935,0.34298998,-0.243904,-1.501534,158.70001,-138.90001,-12.3,,,,,,
811084,0.031701576,8.0713415,-3.974062,0.28201398,-0.442076,-0.579272,168.3,-138.90001,-8.700001,,,,,,
811104,-0.19918162,9.358545,-4.229469,-0.030488,-0.625004,0.998482,173.1,-136.5,-11.700001,,,,,,
811164,-0.8936256,11.469392,-3.6373074,-0.67835796,-0.7622,0.853664,163.5,-138.90001,-9.3,,,,,,
811265,-3.4417148,7.606584,-3.350797,-0.602138,-0.868908,1.204276,170.70001,-129.3,-15.900001,,,,,,
811285,-2.8178515,8.22626,-3.2030556,-0.320124,-1.272874,1.478668,173.1,-136.5,-16.5,,,,,,
