time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
1256105,0.39836323,8.970948,-2.469134,-4.9009457,1.516778,3.39179,81.9,-174.90001,-14.1,,,,,,
1256125,2.7161672,9.461426,-3.237748,-9.809514,7.172302,4.580822,74.700005,-177.3,-17.7,,,,,,
1256169,1.9182445,9.462024,-2.3686461,-3.2317278,1.798792,0.594516,69.9,-172.5,-12.3,,,,,,
1256189,1.9014965,9.078016,-2.3225892,-3.2622159,-0.099086,-0.129574,77.100006,-174.90001,-20.7,,,,,,
1256209,2.2203066,9.535595,-1.74897,-1.951232,-0.94512796,0.17530599,55.500004,-165.3,-13.500001,,,,,,
1256229,2.0779486,9.402807,-1.6102009,-3.8186219,0.030488,-0.594516,62.7,-165.3,-17.1,,,,,,
1256249,1.748372,8.820216,-1.5743123,-3.2088618,0.022866,-0.83842,48.300003,-170.1,-21.300001,,,,,,
1256292,1.7017168,8.765785,-1.2555021,-2.309466,0.198172,-0.80030996,72.3,-172.5,-18.300001,,,,,,
1256312,1.4367394,9.024183,-1.5952473,-1.48629,0.396344,-0.35061198,72.3,-165.3,-23.1,,,,,,
1256335,1.4217858,9.087586,-1.6598468,-0.769822,0.137196,-0.243904,67.5,-177.3,-21.900002,,,,,,
1256355,1.5444051,9.143811,-1.7226517,-0.365856,0.053354,-0.030488,48.300003,-165.3,-17.7,,,,,,
1256376,1.6502764,9.141419,-1.7130815,-0.121952,0.060976,0.121952,67.5,-170.1,-21.900002,,,,,,
1256396,1.6107991,9.045716,-1.7818679,-0.160062,0.182928,0.358234,65.100006,-167.70001,-23.7,,,,,,
1256416,1.6676226,9.232337,-1.8632153,0.045732,0.11432999,0.67835796,74.700005,-177.3,-24.300001,,,,,,
1256436,1.6939409,9.266431,-1.8554395,-0.015244,0.007622,0.632626,67.5,-170.1,-19.5,,,,,,
1256458,1.6520709,9.243103,-1.7962234,0.22865999,-0.007622,0.434454,81.9,-170.1,-23.7,,,,,,
1256478,1.3111295,8.163455,-5.3450055,12.7668495,0.289636,-0.449698,74.700005,-170.1,-20.1,,,,,,
1256498,2.1269965,10.63558,1.1119478,-4.596066,-3.025934,1.18141,72.3,-174.90001,-23.7,,,,,,
1256518,1.7244462,9.042128,-3.2102332,1.814036,2.500016,-0.33536798,65.100006,-165.3,-25.500002,,,,,,
1256538,1.6634356,9.186279,-2.36745,-0.099086,-0.579272,0.274392,67.5,-174.90001,-24.300001,,,,,,
1256558,1.8859448,9.142017,-2.1610906,-0.365856,-0.72409,0.106708,62.7,-158.1,-21.900002,,,,,,
1256578,2.0893135,9.091175,-1.7118852,-0.525918,-0.33536798,0.388722,60.300003,-186.90001,-12.900001,,,,,,
1256598,1.4881797,9.076221,-2.4344418,0.19055,1.1432999,0.121952,67.5,-160.5,-15.900001,,,,,,
1256621,1.7100908,9.087586,-2.577398,-0.213416,-1.318606,0.525918,79.5,-170.1,-22.5,,,,,,
1256642,2.0043771,9.350769,-1.8177565,-0.41158798,-1.06708,0.442076,57.9,-170.1,-23.1,,,,,,
1256663,1.6203693,9.086988,-2.3901794,-1.158544,-0.053354,0.617382,57.9,-172.5,-23.1,,,,,,
1256683,1.9331981,9.07024,-2.104865,-0.884152,-0.91463995,0.80030996,55.500004,-160.5,-25.500002,,,,,,
1256703,2.0390694,9.080408,-1.9966012,-1.1432999,-0.327746,0.68597996,62.7,-172.5,-19.5,,,,,,
1256723,1.9505442,9.181495,-2.104267,-1.3872039,-0.07622,0.632626,62.7,-160.5,-15.900001,,,,,,
1256745,2.1156316,9.16056,-2.0133493,-1.234764,-0.53354,0.47256398,60.300003,-155.70001,-24.300001,,,,,,
1256765,2.1927922,9.119885,-1.9026928,-1.33385,-0.16768399,0.221038,53.100002,-170.1,-23.1,,,,,,
1256785,2.146137,9.207214,-1.9840403,-1.737816,0.510674,0.121952,60.300003,-162.90001,-20.1,,,,,,
1256805,2.8561327,9.103736,-0.9863378,-3.948196,0.632626,-0.579272,65.100006,-162.90001,-21.900002,,,,,,
1256825,0.03469229,9.173718,-2.008564,-3.7195358,3.16313,-0.33536798,48.300003,-177.3,-22.5,,,,,,
1256845,2.2825136,9.369311,-2.994902,0.373478,0.358234,0.56402797,72.3,-184.5,-23.7,,,,,,
1256885,1.7262406,9.287964,-1.786653,-1.8369019,1.554888,0.160062,57.9,-172.5,-23.7,,,,,,
1256905,1.6879594,9.216785,-1.5246664,-0.67073596,0.17530599,0.320124,55.500004,-182.1,-20.1,,,,,,
1256925,1.7100908,9.214991,-1.5533773,-1.1128119,0.480186,0.35061198,60.300003,-177.3,-23.7,,,,,,
1256947,1.6096027,9.061268,-1.7202592,-0.891774,0.17530599,0.41921,60.300003,-174.90001,-19.5,,,,,,
1257009,1.9648997,9.177906,-1.6885576,-0.518296,-0.617382,1.25763,50.7,-174.90001,-23.7,,,,,,
1257071,2.2932801,9.223963,-1.5976399,-0.975616,-0.754578,0.92988396,53.100002,-177.3,-24.300001,,,,,,
1257091,2.3602722,9.040931,-1.4786094,-0.82317597,-0.853664,0.7622,57.9,-177.3,-21.900002,,,,,,
1257114,2.6138847,9.222767,-1.3524013,-0.160062,-1.044214,0.45731997,53.100002,-174.90001,-33.9,,,,,,
1257134,1.9170482,8.720924,-1.1227144,3.612828,-0.53354,-0.47256398,57.9,-172.5,-20.7,,,,,,
1257198,2.484686,9.034949,-1.2393522,-0.289636,1.8521459,0.007622,48.300003,-170.1,-27.300001,,,,,,
1257222,2.5869684,9.156373,-1.5844808,-1.6006199,4.0320377,0.70122397,48.300003,-160.5,-20.1,,,,,,
1257242,2.4063292,9.1946535,-1.753157,-0.60976,2.7591639,0.099086,38.7,-182.1,-14.1,,,,,,
1257262,2.2896912,9.173718,-1.5767049,-0.594516,1.951232,0.022866,50.7,-167.70001,-20.7,,,,,,
1257282,2.4715269,9.113306,-1.3374476,-0.92226195,2.355198,0.198172,36.300003,-174.90001,-27.300001,,,,,,
1257302,2.180231,8.972144,-1.5850788,0.03811,1.8597679,0.182928,38.7,-182.1,-24.300001,,,,,,
1257324,2.6467826,9.046912,-1.4546837,0.594516,1.1204339,0.396344,38.7,-165.3,-20.7,,,,,,
1257364,2.380609,8.998463,-1.5784993,0.20579399,1.928366,-0.69360197,45.9,-174.90001,-16.5,,,,,,
1257424,2.5636408,9.158765,-1.5988362,0.320124,1.554888,-0.41921,50.7,-160.5,-20.7,,,,,,
1257445,2.430255,8.997865,-1.7124833,0.015244,1.798792,-0.35061198,50.7,-155.70001,-17.7,,,,,,
1257465,2.4452085,8.97693,-1.8063917,-0.030488,0.861286,-0.251526,43.5,-167.70001,-21.300001,,,,,,
1257485,2.5720148,9.319666,-1.661043,0.221038,-0.60976,-0.426832,45.9,-167.70001,-26.1,,,,,,
1257549,2.250812,9.14441,-1.6197711,0.960372,-1.806414,-0.846042,50.7,-172.5,-27.300001,,,,,,
1257611,1.8979076,8.893189,-1.6072102,-0.777444,1.013726,0.899396,60.300003,-162.90001,-26.1,,,,,,
1257654,2.2992616,9.20243,-1.7555497,-0.861286,1.5244,1.036592,45.9,-172.5,-20.7,,,,,,
