time,sensor_accX[g],sensor_accY[g],sensor_accZ[g],sensor_gyroX[°/s],sensor_gyroY[°/s],sensor_gyroZ[°/s],sensor_magX[µT],sensor_magY[µT],sensor_magZ[µT]
1166940,-4.0075578689575195,8.842347145080566,-0.6806867122650146,-0.23628199100494385,0.10670799762010574,-0.3201240003108978,163.5,-136.5,-56.70000076293945
1166960,-3.895705223083496,8.74604606628418,-0.5915634036064148,-0.2134159952402115,0,-0.26677000522613525,173.10000610351562,-134.10000610351562,-57.900001525878906
1166980,-3.8281149864196777,8.953003883361816,-0.5843856930732727,-0.228659987449646,0.06859800219535828,-0.19054999947547913,173.10000610351562,-138.90000915527344,-57.900001525878906
1167004,-3.8951070308685303,8.95539665222168,-0.5957503914833069,-0.4420759975910187,0.19817200303077698,-0.3201240003108978,170.70001220703125,-131.70001220703125,-58.500003814697266
1167025,-3.8711812496185303,8.79090690612793,-0.5748153924942017,-0.4878079891204834,0.2896359860897064,-0.3201240003108978,170.70001220703125,-134.10000610351562,-57.900001525878906
1167065,-3.913649559020996,8.85969352722168,-0.5933578014373779,-0.36585599184036255,0.48018598556518555,-0.228659987449646,165.90000915527344,-129.3000030517578,-59.10000228881836
1167108,-3.8681905269622803,8.775355339050293,-0.5670395493507385,-0.4192099869251251,0.426831990480423,-0.1295740008354187,165.90000915527344,-136.5,-59.70000076293945
1167128,-3.925612211227417,8.812440872192383,-0.5813949704170227,-0.4192099869251251,0.3582339882850647,-0.06859800219535828,168.3000030517578,-138.90000915527344,-59.70000076293945
1167148,-3.883742332458496,8.92548942565918,-0.5706284046173096,-0.41158798336982727,0.25152599811553955,-0.1448179930448532,168.3000030517578,-138.90000915527344,-59.10000228881836
1167172,-3.887331247329712,8.826197624206543,-0.5323472619056702,-0.4878079891204834,0.19817200303077698,-0.3125019967556,173.10000610351562,-129.3000030517578,-57.900001525878906
1167234,-3.8323020935058594,8.844141960144043,-0.48509395122528076,-0.3887220025062561,0.4039659798145294,-0.2972579896450043,170.70001220703125,-141.3000030517578,-58.500003814697266
1167254,-3.8622090816497803,8.786720275878906,-0.5191881060600281,-0.3887220025062561,0.5030519962310791,-0.228659987449646,170.70001220703125,-136.5,-58.500003814697266
1167274,-3.7934226989746094,8.87165641784668,-0.509617805480957,-0.38109999895095825,0.5640279650688171,-0.17530599236488342,170.70001220703125,-131.70001220703125,-59.10000228881836
1167294,-3.8137595653533936,8.92548942565918,-0.46894410252571106,-0.4420759975910187,0.6478700041770935,-0.2743920087814331,170.70001220703125,-131.70001220703125,-57.900001525878906
1167314,-3.893312692642212,8.82978630065918,-0.5161973834037781,-0.5182960033416748,0.6707359552383423,-0.426831990480423,170.70001220703125,-136.5,-57.900001525878906
1167334,-3.8885273933410645,8.709559440612793,-0.512010395526886,-0.5182960033416748,0.7012239694595337,-0.44969800114631653,173.10000610351562,-136.5,-59.10000228881836
1167358,-3.806581974029541,8.743654251098633,-0.4575793743133545,-0.5411620140075684,0.7621999979019165,-0.3887220025062561,170.70001220703125,-134.10000610351562,-58.500003814697266
