time,sensor_accX[g],sensor_accY[g],sensor_accZ[g],sensor_gyroX[°/s],sensor_gyroY[°/s],sensor_gyroZ[°/s],sensor_magX[µT],sensor_magY[µT],sensor_magZ[µT]
1438298,-4.167262077331543,8.39852523803711,-3.3789095878601074,0.2591480016708374,0.510673999786377,0.2134159952402115,228.3000030517578,-129.3000030517578,-21.30000114440918
1438318,-4.172645568847656,8.24719524383545,-3.236551523208618,0.3125019967556,0.02286599949002266,0.6173819899559021,233.10000610351562,-129.3000030517578,-14.700000762939453
1438338,-4.20973014831543,8.27710247039795,-3.4028353691101074,0.5487840175628662,0.4420759975910187,0.7240899801254272,225.90000915527344,-131.70001220703125,-26.100000381469727
1438380,-3.988417387008667,8.090481758117676,-3.4536774158477783,0.030487999320030212,-0.48018598556518555,1.3186060190200806,225.90000915527344,-131.70001220703125,-18.30000114440918
1438400,-3.9872210025787354,7.956497669219971,-3.70788836479187,0.09146399796009064,0.114329993724823,1.7225719690322876,221.10000610351562,-126.9000015258789,-25.500001907348633
1438420,-3.7754783630371094,8.369216918945312,-3.9387714862823486,0.05335399881005287,-0.6631140112876892,2.0655620098114014,225.90000915527344,-134.10000610351562,-16.5
1438440,-3.8317039012908936,8.261550903320312,-3.687551498413086,-0.3125019967556,-1.013725996017456,1.8140360116958618,209.10000610351562,-138.90000915527344,-19.5
1438460,-3.835890769958496,8.132949829101562,-3.7784690856933594,-0.3582339882850647,-0.4344539940357208,1.7759259939193726,223.50001525878906,-131.70001220703125,-21.30000114440918
1438480,-3.9004902839660645,8.176614761352539,-3.8711812496185303,-0.39634400606155396,-0.33536797761917114,1.8673899173736572,218.70001220703125,-148.5,-23.700000762939453
1438500,-4.042848110198975,8.221475601196289,-3.805983781814575,-0.35061198472976685,-0.09146399796009064,1.6768399477005005,209.10000610351562,-134.10000610351562,-19.5
1438520,-4.199561595916748,8.267532348632812,-3.791628360748291,-0.3734779953956604,0.3201240003108978,1.3872039318084717,218.70001220703125,-136.5,-18.30000114440918
1438540,-4.146327018737793,8.550454139709473,-3.756337881088257,-0.5945159792900085,0.4878079891204834,1.3567159175872803,211.50001525878906,-138.90000915527344,-17.700000762939453
1438564,-4.4579596519470215,8.094070434570312,-3.5284454822540283,-1.3186060190200806,1.8216580152511597,1.1509219408035278,206.70001220703125,-146.10000610351562,-17.100000381469727
1438584,-4.6768798828125,8.033060073852539,-3.6528592109680176,-1.196653962135315,2.5152599811553955,1.5472660064697266,216.3000030517578,-129.3000030517578,-24.900001525878906
1438604,-4.355677127838135,8.71135425567627,-3.5966336727142334,-1.2881180047988892,1.6692179441452026,2.1036720275878906,216.3000030517578,-143.70001220703125,-25.500001907348633
1438665,-4.60211181640625,8.2741117477417,-3.681570053100586,-0.9375059604644775,4.977165699005127,2.385685920715332,216.3000030517578,-148.5,-26.700000762939453
1438747,-3.9393696784973145,8.372207641601562,-3.1785316467285156,-1.1814099550247192,6.364369869232178,3.2698378562927246,192.3000030517578,-150.90000915527344,-23.100000381469727
1438767,-3.756337881088257,8.409890174865723,-3.1366617679595947,-1.2271419763565063,5.03814172744751,3.620450019836426,192.3000030517578,-148.5,-15.90000057220459
1438807,-3.2150185108184814,8.38058090209961,-2.7382984161376953,-0.9222619533538818,4.710395812988281,4.123501777648926,170.70001220703125,-143.70001220703125,-11.700000762939453
1438827,-2.834001302719116,8.30880355834961,-2.6575491428375244,-0.8384199738502502,4.603687763214111,4.39027214050293,173.10000610351562,-141.3000030517578,-20.100000381469727
1438847,-2.634819746017456,8.116800308227539,-2.7101857662200928,-0.510673999786377,4.78661584854126,4.611310005187988,163.5,-141.3000030517578,-12.90000057220459
