time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
1047732,3.9232197,7.769279,-2.217914,0.57164997,-0.891774,-2.903982,65.100006,-177.3,-20.1,,,,,,
1047905,3.7204492,8.176016,-2.1527166,0.49543,-1.189032,-1.051836,67.5,-174.90001,-27.900002,,,,,,
1047926,3.6600368,8.019302,-2.238251,0.28201398,-1.074702,-0.868908,65.100006,-167.70001,-24.900002,,,,,,
1047966,4.523755,10.807247,-2.9721725,0.3811,-1.227142,-0.22865999,62.7,-172.5,-20.7,,,,,,
1047986,3.9943988,9.883715,-2.5534723,-0.655492,-2.2103798,-2.538126,72.3,-165.3,-26.1,,,,,,
1048006,3.242533,8.048014,-2.008564,0.30488,-2.6905658,-3.7881339,62.7,-174.90001,-19.5,,,,,,
1048026,3.3795078,8.768776,-1.9523387,-0.015244,-2.469528,-2.164648,60.300003,-167.70001,-21.300001,,,,,,
1048046,2.7717946,8.475088,-1.6472857,-0.739334,-1.8750119,-2.545748,69.9,-174.90001,-25.500002,,,,,,
1048069,2.318402,9.213795,-1.8691968,-0.541162,-1.1432999,-1.707328,79.5,-182.1,-28.500002,,,,,,
1048089,1.6269488,9.28258,-1.8608228,-0.716468,-0.60976,-1.8978779,79.5,-167.70001,-26.7,,,,,,
1048109,1.234567,9.866368,-2.1939883,-0.28201398,-0.884152,-1.539644,91.5,-172.5,-20.7,,,,,,
1048131,0.88226086,9.460828,-1.915852,-0.56402797,-0.93750596,-1.958854,93.9,-165.3,-23.7,,,,,,
1048151,-0.055029154,9.826891,-2.1012762,0.221038,0.23628199,-1.6158639,96.3,-170.1,-26.7,,,,,,
1048171,-0.47731808,10.632589,-2.9350874,0.47256398,1.288118,-1.3948259,79.5,-174.90001,-22.5,,,,,,
1048191,-1.0431614,10.106224,-3.0882123,0.426832,0.602138,-2.2408679,81.9,-158.1,-24.300001,,,,,,
1048212,-1.4869834,9.867564,-3.0307903,0.91463995,-0.388722,-2.01983,77.100006,-158.1,-19.5,,,,,,
1048232,-1.6562579,10.6200285,-2.994902,0.53354,-0.434454,-1.425314,86.700005,-165.3,-20.1,,,,,,
1048252,-1.9924142,10.146897,-3.099577,0.365856,0.69360197,-2.888738,103.50001,-172.5,-25.500002,,,,,,
1048272,-2.5522761,9.168934,-3.6295316,1.432936,1.059458,-3.864354,86.700005,-162.90001,-18.900002,,,,,,
1048313,-2.1246037,9.310694,-3.9812396,1.806414,-1.928366,-1.204276,81.9,-165.3,-18.300001,,,,,,
1048355,-1.9481517,8.953602,-3.744375,2.088428,-0.83842,-0.16768399,101.100006,-158.1,-14.1,,,,,,
1048504,-0.06878644,8.100052,-2.77,-0.731712,0.34298998,-0.289636,103.50001,-174.90001,-23.1,,,,,,
1048525,0.2254999,8.691017,-2.622259,-0.72409,0.510674,0.007622,98.700005,-162.90001,-19.5,,,,,,
1048565,0.46176636,8.634792,-2.9590132,-0.33536798,2.195136,-1.250008,115.50001,-174.90001,-17.1,,,,,,
1048585,0.88226086,8.76399,-3.078642,0.16768399,2.2180018,-1.02897,93.9,-177.3,-19.5,,,,,,
1048605,1.0204319,8.908143,-3.075053,-0.243904,2.347576,-1.532022,98.700005,-165.3,-26.7,,,,,,
1048626,1.1239107,8.865675,-3.192887,0.121952,3.1783738,-1.814036,103.50001,-179.70001,-15.3,,,,,,
1048646,2.0091622,10.178,-3.8077781,0.45731997,3.3003259,-0.60976,105.9,-162.90001,-15.900001,,,,,,
1048666,2.3746276,10.228843,-3.794619,-0.182928,2.2561119,-2.073184,108.3,-170.1,-21.900002,,,,,,
1048688,2.0761542,9.033155,-3.7850487,0.625004,1.684462,-2.6905658,103.50001,-167.70001,-21.300001,,,,,,
1048771,3.0529218,9.0433235,-3.338834,-0.41158798,0.7622,-1.8369019,113.100006,-143.70001,-18.300001,,,,,,
1048858,2.1150336,8.1796055,-2.5654352,-1.166166,0.503052,-1.56251,117.9,-165.3,-18.900002,,,,,,
1048921,1.5551717,9.131848,-2.339337,-1.3490939,-0.137196,-0.17530599,117.9,-158.1,-24.300001,,,,,,
1049042,-1.1155367,8.908143,-2.7478688,-0.67835796,-2.042696,-0.11432999,115.50001,-170.1,-18.300001,,,,,,
1049062,-1.7148759,9.250281,-2.5086117,-0.388722,-0.792688,1.478668,125.100006,-162.90001,-18.900002,,,,,,
1049105,-1.7005205,9.060072,-3.166569,-0.07622,-0.289636,-0.358234,105.9,-155.70001,-20.1,,,,,,
1049125,-1.7956252,8.554043,-3.0846233,0.449698,-0.785066,0.083841994,120.3,-165.3,-16.5,,,,,,
1049168,-1.4774132,8.947022,-3.1193156,0.640248,-1.6234859,0.434454,110.700005,-155.70001,-20.1,,,,,,
1049188,-0.95523435,8.203531,-2.8316088,0.7622,-1.8902559,0.487808,113.100006,-165.3,-20.1,,,,,,
1049208,-0.30684733,8.972144,-2.8513474,0.548784,-2.073184,1.310984,115.50001,-165.3,-13.500001,,,,,,
1049228,0.29548264,9.567895,-2.3513,-0.480186,-1.1051899,0.87653,110.700005,-162.90001,-20.7,,,,,,
1049250,0.30983806,8.842946,-2.6144829,-0.289636,1.18141,-0.320124,103.50001,-170.1,-20.7,,,,,,
1049270,0.37922263,8.241812,-3.0600994,0.17530599,1.3948259,-0.091464,103.50001,-160.5,-27.300001,,,,,,
1049290,0.90798104,9.371704,-2.874077,0.23628199,0.015244,0.998482,101.100006,-172.5,-16.5,,,,,,
1049310,2.3859923,11.426325,-2.7670095,-0.525918,0.792688,0.55640596,103.50001,-170.1,-18.900002,,,,,,
1049371,0.5090197,8.647951,-4.150514,0.70122397,0.0,-0.7622,105.9,-170.1,-14.700001,,,,,,
1049400,0.5305528,9.121082,-3.368143,0.11432999,-1.204276,-0.3811,115.50001,-160.5,-20.7,,,,,,
1049420,0.5568711,9.349573,-3.4118075,-0.40396598,-0.26677,-0.69360197,120.3,-160.5,-20.7,,,,,,
1049461,0.5263658,8.689821,-3.155204,-1.6539739,0.327746,-0.34298998,105.9,-174.90001,-12.900001,,,,,,
1049481,0.53115094,8.705373,-3.0517254,-1.425314,0.594516,0.053354,113.100006,-158.1,-23.1,,,,,,
1049501,0.4007558,8.609072,-3.1103435,-0.830798,0.632626,0.198172,110.700005,-162.90001,-18.900002,,,,,,
1049523,0.4827014,8.980518,-3.091801,-0.49543,0.03811,0.57164997,101.100006,-165.3,-15.3,,,,,,
1049588,0.61429286,9.10254,-3.4088168,0.182928,0.182928,0.40396598,125.100006,-162.90001,-11.700001,,,,,,
1049608,0.5724228,9.136036,-3.4207797,0.221038,-0.11432999,0.46494198,91.5,-158.1,-19.5,,,,,,
1049628,0.59694666,9.074427,-3.3609653,-0.099086,-0.34298998,0.243904,120.3,-165.3,-21.300001,,,,,,
1049648,0.5873764,9.106727,-3.2144203,-0.396344,-0.251526,0.243904,113.100006,-162.90001,-12.3,,,,,,
1049668,0.5957504,9.33761,-3.2215981,-0.70122397,-0.053354,0.030488,103.50001,-167.70001,-23.7,,,,,,
1049688,0.573021,8.966163,-3.0870159,-0.94512796,0.099086,-0.35061198,103.50001,-170.1,-11.1,,,,,,
1049710,0.5329454,8.915321,-2.9003952,-0.87653,0.3811,-0.068598,120.3,-160.5,-19.5,,,,,,
1049730,0.6310408,9.180298,-2.886638,-0.739334,0.57164997,-0.022866,108.3,-158.1,-22.5,,,,,,
1049770,0.55208594,8.92848,-2.9141526,-0.503052,0.60976,0.28201398,108.3,-158.1,-24.900002,,,,,,
1049790,0.61070395,8.881825,-2.866301,-0.49543,0.480186,0.365856,105.9,-174.90001,-26.1,,,,,,
1049810,0.75904346,8.9464245,-2.8645067,-0.449698,0.49543,0.434454,113.100006,-170.1,-14.700001,,,,,,
1049833,0.8906349,9.0540905,-2.9231248,-0.449698,0.510674,0.30488,110.700005,-170.1,-18.300001,,,,,,
1049873,0.9983006,8.93805,-2.8471606,-0.487808,0.87653,0.015244,110.700005,-155.70001,-20.7,,,,,,
1049893,1.0030857,8.966762,-2.9931073,-0.320124,1.082324,-0.007622,113.100006,-174.90001,-16.5,,,,,,
1049913,1.0467502,8.905152,-2.8555346,-0.388722,0.94512796,-0.106708,120.3,-165.3,-27.300001,,,,,,
1049934,1.0904146,9.0188,-2.8357959,-0.388722,1.02897,-0.068598,108.3,-170.1,-15.3,,,,,,
1049975,0.9731786,9.272412,-2.789739,-0.617382,1.3414719,-0.41158798,103.50001,-167.70001,-20.1,,,,,,
1050005,0.6208724,8.798085,-2.7323172,-0.67835796,1.8445239,-0.7622,113.100006,-162.90001,-20.1,,,,,,
1050025,0.5072252,9.278394,-2.9255173,-0.22865999,1.493912,-0.160062,103.50001,-172.5,-21.300001,,,,,,
1050065,0.1573116,9.932762,-2.5983331,-0.426832,0.99086,0.373478,105.9,-162.90001,-21.900002,,,,,x,
1050105,-0.36965236,9.420752,-2.3800108,-0.67073596,-0.274392,1.310984,105.9,-165.3,-21.300001,,,,,x,
1050145,-0.4007558,8.862086,-1.1418549,-1.303362,-3.361302,2.7972739,110.700005,-170.1,-23.1,,,,,x,
1050182,-0.4216908,7.64666,0.66214424,-1.5929979,-5.67839,2.2789779,101.100006,-170.1,-19.5,,,,,x,
1050202,-0.794932,6.869672,1.1556122,-0.46494198,-7.073216,2.09605,98.700005,-165.3,-20.1,,,,,x,
1050248,-0.3074455,5.480186,0.5658432,1.211898,-11.821722,2.522882,96.3,-167.70001,-27.300001,,,,,x,
1050288,0.69982725,3.1318767,1.493563,0.731712,-18.361397,3.46801,89.100006,-167.70001,-23.7,,,,,x,
