time,sensor_accX[g],sensor_accY[g],sensor_accZ[g],sensor_gyroX[°/s],sensor_gyroY[°/s],sensor_gyroZ[°/s],sensor_magX[µT],sensor_magY[µT],sensor_magZ[µT]
422444,-2.840580940246582,8.453554153442383,-3.747365713119507,-0.22103799879550934,-0.06859800219535828,-0.3125019967556,228.3000030517578,-110.10000610351562,-12.90000057220459
422464,-2.864506721496582,8.346487045288086,-3.7252345085144043,-0.26677000522613525,0.1295740008354187,-0.25152599811553955,230.70001220703125,-112.50000762939453,-14.100000381469727
422484,-2.877067804336548,8.29504680633545,-3.7455713748931885,-0.2591480016708374,0.13719600439071655,-0.07621999830007553,223.50001525878906,-110.10000610351562,-10.5
422504,-2.862114191055298,8.4176664352417,-3.7814598083496094,-0.1295740008354187,0.19817200303077698,0.06859800219535828,211.50001525878906,-102.9000015258789,-24.30000114440918
422526,-2.771794557571411,8.539687156677246,-3.750356435775757,-0.1295740008354187,0.06859800219535828,-0.02286599949002266,230.70001220703125,-105.30000305175781,-12.90000057220459
422547,-2.825627326965332,8.37280559539795,-3.7013087272644043,-0.26677000522613525,0.20579399168491364,-0.15243999660015106,237.90000915527344,-122.10000610351562,-15.300000190734863
422567,-2.8597216606140137,8.373403549194336,-3.854433298110962,-0.19054999947547913,0.38109999895095825,-0.030487999320030212,230.70001220703125,-112.50000762939453,-18.900001525878906
422587,-2.7526538372039795,8.3757963180542,-3.8137595653533936,-0.09908600151538849,0.060975998640060425,0.12195199728012085,228.3000030517578,-110.10000610351562,-14.700000762939453
422607,-2.7024099826812744,8.451162338256836,-3.660634994506836,-0.2134159952402115,0.06859800219535828,0.20579399168491364,230.70001220703125,-117.30000305175781,-22.5
422627,-2.7161672115325928,8.414076805114746,-3.7515528202056885,-0.2134159952402115,0.4039659798145294,0.09146399796009064,213.90000915527344,-110.10000610351562,-17.700000762939453
422648,-2.7496633529663086,8.37459945678711,-3.853835105895996,-0.114329993724823,0.33536797761917114,0.07621999830007553,225.90000915527344,-107.70000457763672,-15.300000190734863
422669,-2.638408660888672,8.507387161254883,-3.7635154724121094,-0.030487999320030212,0.02286599949002266,0.1600620001554489,237.90000915527344,-105.30000305175781,-9.90000057220459
422689,-2.5821831226348877,8.486452102661133,-3.64508318901062,-0.15243999660015106,0.1600620001554489,0.007621999830007553,235.50001525878906,-114.9000015258789,-20.700000762939453
422709,-2.643791913986206,8.433218002319336,-3.746767520904541,-0.1295740008354187,0.35061198472976685,-0.17530599236488342,225.90000915527344,-126.9000015258789,-15.90000057220459
422729,-2.7077932357788086,8.421255111694336,-3.8071799278259277,-0.07621999830007553,0.426831990480423,-0.22103799879550934,223.50001525878906,-112.50000762939453,-12.300000190734863
