time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
1029929,4.9370723,10.173814,-2.9063766,0.983238,-1.33385,0.525918,41.100002,-170.1,-30.300001,,,,,,
1029950,5.2223864,10.396323,-2.7030082,-0.53354,-0.708846,-0.28201398,43.5,-172.5,-30.900002,,,,,,
1029970,4.63501,9.203626,-2.5014338,-1.318606,-0.67835796,-0.327746,41.100002,-170.1,-28.500002,,,,,,
1029990,4.2952647,8.499014,-2.4374325,-1.48629,-0.541162,-0.259148,45.9,-174.90001,-29.1,,,,,,
1030050,3.8119652,8.361441,-1.6329303,-0.99086,-1.21952,-1.463424,36.300003,-174.90001,-30.900002,,,,,,
1030070,3.5577543,8.342898,-1.5109092,-1.036592,-1.074702,-1.974098,45.9,-174.90001,-30.900002,,,,,,
1030154,1.6963334,9.421948,-1.6413043,-1.1204339,-0.69360197,-2.942092,55.500004,-172.5,-29.7,,,,,,
1030177,0.669322,9.917211,-1.7962234,-0.739334,-0.365856,-2.660078,62.7,-167.70001,-32.100002,,,,,,
1030197,0.44501838,10.602682,-2.07436,-0.92226195,-0.434454,-2.339954,60.300003,-174.90001,-30.900002,,,,,,
1030239,-0.23985533,9.83347,-1.7352128,-1.006104,-0.746956,-2.01983,69.9,-167.70001,-32.7,,,,,,
1030259,0.11065645,10.536886,-1.6550616,-1.211898,-0.731712,-1.585376,72.3,-172.5,-31.500002,,,,,,
1030300,0.031701576,10.042821,-1.6508746,-1.196654,-0.617382,-1.5244,74.700005,-174.90001,-31.500002,,,,,,
1030360,0.6310408,9.277796,-1.6430987,-0.213416,-1.1432999,0.22865999,77.100006,-167.70001,-32.100002,,,,,,
1030380,0.7751933,9.29574,-1.6556598,-0.22865999,-1.189032,0.144818,77.100006,-165.3,-30.900002,,,,,,
1030420,0.95942134,9.082203,-1.602425,-0.297258,-1.234764,-0.221038,81.9,-172.5,-33.300003,,,,,,
1030440,0.8876442,9.08639,-1.6801836,-0.26677,-1.18141,-0.160062,77.100006,-170.1,-32.7,,,,,,
1030480,0.72076225,9.524829,-1.7214555,-0.434454,-1.1280559,-0.289636,81.9,-165.3,-34.5,,,,,,
1030504,0.7524639,10.13314,-1.6490802,-0.312502,-1.166166,-0.3811,77.100006,-167.70001,-32.7,,,,,,
1030524,0.74528617,9.944725,-1.5796956,-0.80793196,-0.975616,-1.1051899,74.700005,-170.1,-33.9,,,,,,
1030564,0.71657526,9.332227,-1.3410366,-0.80030996,-0.487808,-0.373478,77.100006,-165.3,-33.9,,,,,,
1030601,0.79373574,9.4859495,-1.305148,-0.769822,0.053354,0.083841994,77.100006,-165.3,-34.5,,,,,,
1030621,0.75665087,9.558325,-1.2937832,-0.548784,0.198172,0.19055,79.5,-170.1,-35.100002,,,,,,
1030663,0.6005356,9.537988,-1.4618614,-0.068598,0.327746,0.15244,77.100006,-172.5,-32.7,,,,,,
1030684,0.4426258,9.149793,-1.472628,0.129574,0.26677,0.11432999,79.5,-165.3,-33.9,,,,,,
1030704,0.39417621,8.87704,-1.5515828,0.3811,0.099086,0.396344,77.100006,-165.3,-33.300003,,,,,,
1030727,0.9354956,9.472192,-1.3500087,0.373478,0.015244,1.173788,77.100006,-182.1,-33.9,,,,,,
1030787,1.2172209,9.654626,-1.2650723,0.007622,0.64787,1.501534,67.5,-170.1,-33.300003,,,,,,
1030808,1.1633881,9.439893,-1.3691492,-0.449698,0.967994,1.06708,72.3,-174.90001,-32.7,,,,,,
1030828,1.0682833,9.214393,-1.5138998,-0.289636,1.021348,0.907018,67.5,-172.5,-32.7,,,,,,
1030848,1.1071626,9.217383,-1.6042194,0.015244,0.7622,0.830798,65.100006,-167.70001,-33.9,,,,,,
1030868,1.3619715,9.686327,-1.6389117,0.426832,0.56402797,0.846042,65.100006,-174.90001,-32.7,,,,,,
1030981,1.3667567,9.186878,-1.8028029,0.67835796,0.373478,-0.40396598,65.100006,-170.1,-33.9,,,,,,
1031016,1.7059038,8.5678,-1.9427683,-0.17530599,1.06708,-0.198172,65.100006,-170.1,-32.7,,,,,,
1031036,1.8871411,8.388357,-2.2232974,0.015244,1.189032,0.221038,62.7,-170.1,-33.9,,,,,,
1031076,2.426666,9.188074,-2.158698,0.17530599,1.33385,0.525918,65.100006,-172.5,-30.300001,,,,,,
1031096,2.6312308,9.201832,-2.3871887,0.320124,1.6006199,0.07622,55.500004,-167.70001,-31.500002,,,,,,
1031158,3.2437294,8.552248,-2.5492854,0.17530599,1.669218,-0.121952,65.100006,-167.70001,-29.1,,,,,,
1031198,3.192887,8.360843,-3.1815224,0.33536798,1.94361,0.312502,57.9,-167.70001,-30.300001,,,,,,
1031218,3.2610755,8.698793,-3.4375277,0.95274997,1.21952,0.083841994,62.7,-167.70001,-31.500002,,,,,,
1031258,3.1976724,8.31658,-3.698318,1.699706,0.57164997,-1.013726,69.9,-177.3,-29.1,,,,,,
1031278,3.7892358,8.973341,-3.882546,2.835384,-0.785066,-1.1204339,65.100006,-172.5,-29.1,,,,,,
1031299,3.911855,9.12826,-3.8203392,2.7439198,-1.051836,-1.211898,60.300003,-167.70001,-27.300001,,,,,,
1031319,4.002773,8.811244,-3.5625396,2.17227,-1.4024479,-1.6539739,65.100006,-167.70001,-28.500002,,,,,,
1031339,3.9710712,8.884217,-3.443509,1.585376,-1.722572,-1.996964,74.700005,-170.1,-26.1,,,,,,
1031359,3.8837423,8.571389,-3.1330729,1.303362,-1.8750119,-3.102154,72.3,-167.70001,-27.300001,,,,,,
1031379,3.5774932,7.8332806,-2.8920212,1.6158639,-1.730194,-3.971062,72.3,-167.70001,-28.500002,,,,,,
1031399,3.3741245,7.8267007,-2.577398,0.81555396,-2.7286758,-2.843006,81.9,-160.5,-26.1,,,,,,
1031419,3.468631,7.9188147,-2.2974672,0.56402797,-2.7972739,-2.59148,84.3,-165.3,-26.7,,,,,,
1031439,3.6743922,8.393142,-2.175446,0.083841994,-2.2637339,-2.09605,79.5,-162.90001,-27.900002,,,,,,
1031459,3.6594386,8.467312,-2.2358584,-0.55640596,-1.8521459,-2.073184,86.700005,-165.3,-26.1,,,,,,
1031481,3.802993,8.938648,-2.1138372,-0.663114,-2.050318,-1.265252,81.9,-170.1,-26.7,,,,,,
1031501,3.7306178,8.7843275,-1.9774606,-1.1128119,-1.9054999,-1.493912,84.3,-167.70001,-27.300001,,,,,,
1031521,3.7377954,8.878835,-1.9840403,-1.02897,-1.8445239,-1.189032,86.700005,-170.1,-27.300001,,,,,,
1031545,3.6708033,8.68384,-1.8674023,-1.189032,-1.722572,-1.097568,93.9,-162.90001,-27.300001,,,,,,
1031565,3.80718,9.058277,-1.8973095,-0.82317597,-1.516778,-0.57164997,93.9,-160.5,-26.7,,,,,,
1031628,3.4494905,9.137232,-1.8207473,-1.1051899,-0.41921,-0.998482,91.5,-167.70001,-27.300001,,,,,,
1031678,2.5624444,8.836366,-1.6951371,-0.55640596,0.007622,-2.385686,93.9,-162.90001,-28.500002,,,,,,
1031698,2.0863228,8.801674,-1.556368,-0.182928,-0.045732,-2.317088,91.5,-167.70001,-29.1,,,,,,
1031738,0.9067848,8.948817,-1.619173,-0.579272,0.70122397,-2.2942219,103.50001,-160.5,-29.7,,,,,,
1031778,-1.200473,9.4757805,-2.664727,-0.53354,1.166166,-1.8445239,101.100006,-160.5,-29.1,,,,,,
1031799,-1.6574541,8.592922,-2.4673398,0.487808,-0.243904,-0.93750596,105.9,-162.90001,-27.300001,,,,,,
1031819,-1.6544634,9.684533,-2.8423755,0.792688,-0.259148,0.243904,101.100006,-162.90001,-28.500002,,,,,,
1031860,-1.8303175,9.496118,-2.8692918,0.243904,-0.548784,-0.769822,103.50001,-160.5,-28.500002,,,,,,
1031880,-1.7304276,9.937548,-3.1635783,0.708846,-0.64787,-0.57164997,101.100006,-165.3,-28.500002,,,,,,
1031921,-1.9308056,9.52124,-3.1564004,0.68597996,-1.166166,-1.150922,113.100006,-160.5,-27.300001,,,,,,
1031981,-1.4463097,8.814833,-2.552874,0.07622,-1.29574,0.121952,108.3,-167.70001,-28.500002,,,,,,
1032021,-1.0162449,9.401013,-2.2274845,-0.99086,-0.46494198,0.083841994,113.100006,-165.3,-28.500002,,,,,,
1032041,-0.90798104,8.668288,-2.0348823,-1.051836,-0.480186,-0.663114,108.3,-162.90001,-27.300001,,,,,,
1032061,-0.5150011,9.143213,-1.7537552,-0.754578,0.30488,0.320124,110.700005,-158.1,-27.300001,,,,,,
