time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
195742,3.439322,10.455539,-1.6670245,0.129574,-1.6082419,-0.92988396,86.700005,-167.70001,-29.1,,,,,,
195762,2.8088794,8.046818,-1.6598468,0.655492,-1.166166,-2.530504,89.100006,-162.90001,-29.7,,,,,,
195825,0.3271842,11.911419,-2.7723927,0.07622,-2.309466,0.983238,91.5,-160.5,-28.500002,,,,,,
195887,-2.7598317,10.372397,-3.8969014,0.388722,-1.425314,0.022866,91.5,-158.1,-28.500002,,,,,,
195986,-1.5491903,10.151084,-3.0445478,1.196654,-0.487808,-4.87808,105.9,-158.1,-27.300001,,,,,,
196007,-1.3757288,9.088184,-2.987724,1.79117,-0.891774,-4.76375,110.700005,-162.90001,-28.500002,,,,,,
196049,-0.8015116,8.24899,-1.940974,0.60976,-0.106708,-1.951232,117.9,-155.70001,-26.7,,,,,,
196070,-0.6178817,8.380581,-1.9559275,0.243904,0.28201398,-1.211898,113.100006,-155.70001,-28.500002,,,,,,
196090,-0.6214706,7.948124,-1.8452711,0.129574,0.28201398,-1.501534,125.100006,-160.5,-26.1,,,,,,
196112,-0.019140575,8.460732,-1.9242259,0.289636,-0.182928,-1.4024479,113.100006,-153.3,-26.1,,,,,,
196132,0.4533924,8.2777,-1.7651199,0.121952,-0.55640596,-1.75306,129.90001,-153.3,-26.1,,,,,,
196152,0.723753,7.9265904,-1.7705032,0.213416,-0.64787,-1.669218,122.700005,-158.1,-25.500002,,,,,,
196172,0.67590153,8.299832,-2.2442324,0.487808,-0.579272,-1.1128119,125.100006,-158.1,-26.1,,,,,,
196192,0.6447981,8.781337,-2.5002377,0.221038,-0.868908,-0.884152,125.100006,-155.70001,-26.1,,,,,,
196212,1.0030857,9.409986,-2.640203,-0.091464,-0.94512796,-1.265252,122.700005,-150.90001,-25.500002,,,,,,
196233,1.2411467,9.475183,-3.2688513,-0.289636,0.144818,-1.6539739,127.50001,-158.1,-27.300001,,,,,,
196295,1.8620191,11.23492,-3.811367,0.022866,0.67835796,-1.3719599,132.3,-150.90001,-27.300001,,,,,,
196343,1.3811121,9.179102,-3.6881495,0.846042,0.015244,-1.8597679,129.90001,-146.1,-23.7,,,,,,
196363,1.2889981,8.992481,-3.4279573,0.449698,-0.274392,-0.754578,132.3,-150.90001,-26.1,,,,,,
196406,1.2166228,7.408599,-2.669512,-0.327746,-0.754578,0.091464,139.5,-146.1,-24.300001,,,,,,
196428,1.7382035,7.537798,-2.6031182,-0.20579399,-0.17530599,0.94512796,134.70001,-155.70001,-26.1,x,,,,,
196448,2.0564156,8.728103,-2.9883223,0.022866,-0.045732,1.425314,137.1,-148.5,-25.500002,x,,,,,
196469,2.4158995,8.322561,-2.7251394,-0.3811,-0.358234,0.80793196,134.70001,-146.1,-24.300001,x,,,,,
196510,2.5289485,7.087396,-3.7970116,-1.059458,2.881116,-1.547266,132.3,-148.5,-25.500002,x,,,,,
196530,2.254999,7.177716,-5.4030256,0.55640596,3.597584,-1.3948259,137.1,-150.90001,-24.300001,x,,,,,
196552,2.5971367,9.387256,-6.501216,0.442076,1.41007,-0.83842,134.70001,-146.1,-24.900002,x,,,,,
196572,2.9757612,9.451856,-6.6573315,-0.503052,1.67684,-3.079288,137.1,-150.90001,-24.300001,x,,,,,
196614,2.7215505,8.685036,-6.4491777,-0.92988396,5.304912,-6.44059,141.90001,-141.3,-24.900002,x,,,,,
196644,1.2955776,7.358355,-6.4414015,-1.67684,9.329328,-8.247004,149.1,-138.90001,-23.7,x,,,,,
196664,0.20935003,6.6453686,-5.9126434,-1.493912,9.984819,-8.57475,156.3,-134.1,-21.300001,x,,,,,
196704,-0.9241309,5.5944314,-3.3615634,-2.347576,10.152504,-9.748538,168.3,-129.3,-21.300001,x,,,,,
196726,-1.2572966,4.501624,-2.489471,-2.942092,11.836966,-10.525982,177.90001,-134.1,-21.900002,x,,,,,
196747,-1.2417448,5.062084,-1.7968215,-3.513742,12.782094,-9.352194,177.90001,-129.3,-18.900002,x,,,,,
196767,-2.2035587,6.140536,-1.4618614,-4.237832,14.489422,-9.542744,187.5,-119.700005,-18.900002,x,,,,,
196788,-2.129389,7.564116,-0.9420752,-5.510706,14.207408,-9.405548,189.90001,-122.100006,-18.300001,x,,,,,
196808,-2.9883223,9.406995,0.9002052,-7.6067557,14.97723,-9.519877,194.70001,-114.9,-17.7,x,,,,,
196829,-4.751648,7.837467,-1.8985058,-4.603688,15.8004055,-8.376577,197.1,-112.50001,-17.1,x,,,,,
196849,-6.1524987,9.860387,-1.4540856,-2.614346,13.864418,-7.3476076,199.50002,-107.700005,-14.700001,x,,,,,
196869,-7.1998467,11.625506,-1.79084,-2.187514,10.045795,-6.4786997,201.90001,-110.100006,-15.900001,x,,,,,
196889,-7.1854916,13.537171,-1.3649622,-1.6234859,7.195168,-4.9009457,204.3,-102.9,-14.1,x,,,,,
