time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
703357,0.086132586,8.755617,-2.3883848,0.487808,-0.41158798,-1.9131219,72.3,-167.70001,-27.300001,,,,,,
703377,0.26497734,8.81902,-2.5474908,0.480186,-0.548784,-1.234764,81.9,-170.1,-27.900002,,,,,,
703417,0.60472256,8.994276,-2.0103586,0.358234,-0.053354,-1.204276,84.3,-165.3,-27.300001,,,,,,
703437,0.840989,8.99607,-2.0665839,0.373478,0.259148,-1.303362,79.5,-160.5,-25.500002,,,,,,
703477,1.0605075,9.951304,-2.1287909,0.663114,0.49543,-1.013726,84.3,-170.1,-26.1,,,,,,
703497,0.77938026,9.27002,-2.292682,0.602138,0.94512796,-2.812518,86.700005,-170.1,-26.1,,,,,,
703520,0.97138417,8.738869,-2.4170957,1.48629,0.106708,-2.6677,84.3,-167.70001,-26.1,,,,,,
703540,1.3500087,8.604286,-2.1766422,1.6006199,-0.030488,-2.47715,86.700005,-172.5,-22.5,,,,,,
703560,1.6430987,8.278298,-2.4164977,1.013726,0.625004,-2.370442,84.3,-165.3,-23.1,,,,,,
703580,1.7728958,8.064163,-3.041557,1.44818,1.25763,-1.760682,96.3,-162.90001,-24.900002,,,,,,
703602,2.7508595,9.8209095,-3.2186074,1.8902559,0.731712,0.16768399,93.9,-165.3,-24.300001,,,,,,
703622,3.5541656,11.149983,-3.4482942,0.60976,0.72409,-0.365856,89.100006,-167.70001,-23.7,,,,,,
703642,2.9649947,9.596606,-3.736001,0.19055,0.518296,-2.7820299,98.700005,-162.90001,-24.300001,,,,,,
703662,2.8968065,9.143213,-3.8418722,0.91463995,-0.518296,-2.187514,101.100006,-162.90001,-24.900002,,,,,,
703682,3.032585,9.374097,-3.7330103,0.35061198,-0.785066,-1.6463519,98.700005,-165.3,-24.300001,,,,,,
703702,2.9673872,9.142017,-3.795217,0.068598,-0.64787,-1.75306,103.50001,-162.90001,-23.1,,,,,,
703722,3.0086591,9.136634,-3.689944,0.015244,-0.708846,-1.585376,101.100006,-160.5,-23.7,,,,,,
703742,3.0050702,9.068445,-3.438724,-0.56402797,-0.541162,-1.722572,98.700005,-155.70001,-23.1,,,,,,
703762,2.874675,8.727504,-3.1719522,-0.91463995,-0.41921,-1.821658,108.3,-165.3,-23.7,,,,,,
703783,2.8561327,8.692214,-2.8387866,-1.211898,-0.30488,-1.699706,108.3,-155.70001,-23.1,,,,,,
703803,2.991313,8.596511,-2.497845,-1.4024479,-0.20579399,-1.41007,105.9,-162.90001,-24.300001,,,,,,
703823,2.8980026,8.295047,-2.1162298,-1.3948259,-0.053354,-1.33385,108.3,-162.90001,-24.900002,,,,,,
703843,2.7347097,8.18439,-1.907478,-1.1128119,0.243904,-0.93750596,108.3,-160.5,-23.1,,,,,,
703886,2.9051805,8.284879,-1.6981279,-0.442076,0.739334,-1.463424,108.3,-165.3,-23.7,,,,,,
703906,3.1492229,8.898573,-2.0797431,0.746956,0.129574,-1.25763,117.9,-158.1,-24.300001,,,,,,
703926,2.6796806,7.7537274,-1.9738718,1.1128119,-0.67835796,-2.675322,113.100006,-160.5,-24.300001,,,,,,
703946,2.585772,7.6358933,-1.9098705,2.13416,-1.173788,-1.432936,113.100006,-160.5,-23.7,,,,,,
703967,2.3782165,9.405798,-2.4194884,1.440558,-0.396344,0.106708,117.9,-162.90001,-23.1,,,,,,
704008,0.5544785,9.419556,-3.4297519,2.027452,-2.2256238,-0.33536798,120.3,-150.90001,-21.900002,,,,,,
704028,0.093310304,9.919004,-3.0744548,1.288118,-1.996964,-1.326228,115.50001,-158.1,-23.7,,,,,,
704049,-0.39178365,9.989586,-3.292777,0.754578,-1.204276,-2.027452,117.9,-155.70001,-22.5,,,,,,
704070,-0.9468603,9.731786,-3.2389443,0.3811,-0.82317597,-2.332332,117.9,-150.90001,-21.900002,,,,,,
704090,-1.4911704,9.348974,-3.154008,0.030488,-0.26677,-2.17227,125.100006,-148.5,-20.1,,,,,,
704110,-2.079145,8.841749,-3.250309,0.045732,-0.022866,-1.974098,127.50001,-150.90001,-21.900002,,,,,,
704130,-2.1844182,8.769972,-3.4782014,0.297258,-0.083841994,-1.1204339,129.90001,-150.90001,-22.5,,,,,,
704195,-1.3242885,8.086295,-3.3101232,0.274392,-1.9131219,0.20579399,134.70001,-150.90001,-22.5,,,,,,
704215,-1.1556122,8.321963,-3.179728,-0.22865999,-1.684462,0.602138,129.90001,-153.3,-23.1,,,,,,
704235,-0.5203844,9.316077,-3.2263832,-0.49543,-1.265252,1.18141,127.50001,-155.70001,-22.5,,,,,,
704255,0.4360462,10.755807,-3.2676551,-0.708846,-0.792688,1.326228,127.50001,-153.3,-22.5,,,,,,
704275,-0.25660333,9.243103,-3.3418248,-1.310984,0.259148,-1.21952,132.3,-153.3,-23.1,,,,,,
704295,-0.047253296,9.137232,-3.8675923,-0.045732,0.251526,-0.55640596,132.3,-153.3,-23.1,,,,,,
704315,0.1573116,8.993678,-3.380106,-0.503052,0.35061198,-0.975616,120.3,-148.5,-23.1,,,,,,
