time,sensor_accX,sensor_accY,sensor_accZ,sensor_gyroX,sensor_gyroY,sensor_gyroZ,sensor_magX,sensor_magY,sensor_magZ,label_Boxing_slip_left,label_Boxing_slip_right,label_Boxing_pullback,label_Boxing_roll_left,label_Boxing_roll_right,label_Boxing_recording_cut
425734,1.1956878,8.512771,-1.560555,1.021348,-0.20579399,-1.1356779,62.7,-172.5,-30.300001,,,,,,
425754,1.1909027,8.8489275,-1.7411942,0.907018,0.068598,-0.640248,65.100006,-167.70001,-28.500002,,,,,,
425774,1.2435392,8.987098,-1.7399979,0.594516,0.327746,-0.7622,62.7,-167.70001,-27.900002,,,,,,
425834,1.6119953,9.512866,-2.1557074,0.632626,0.221038,-1.44818,67.5,-167.70001,-26.7,,,,,,
425854,1.795027,9.387854,-2.1814275,1.013726,-0.182928,-2.332332,67.5,-162.90001,-27.900002,,,,,,
425874,1.6419024,8.567202,-2.2280827,1.21952,-0.274392,-3.003068,62.7,-170.1,-28.500002,,,,,,
425914,1.9314036,8.320766,-2.4834895,1.425314,-0.388722,-1.737816,72.3,-170.1,-27.900002,,,,,,
425934,2.1401556,8.737075,-2.7018118,0.99086,0.030488,-2.027452,74.700005,-167.70001,-26.7,,,,,,
425954,1.8931226,8.399123,-2.96978,0.754578,0.510674,-2.164648,74.700005,-170.1,-27.300001,,,,,,
425974,1.9888253,8.643166,-3.3561802,0.716468,0.40396598,-1.783548,79.5,-165.3,-24.900002,,,,,,
425998,2.7717946,10.131346,-3.1719522,0.99086,-0.259148,-0.92988396,79.5,-172.5,-27.900002,,,,,,
426018,2.8184497,10.276096,-3.158793,-0.07622,0.129574,-2.065562,77.100006,-167.70001,-26.7,,,,,,
426038,2.731719,10.222263,-3.417789,0.0,-0.068598,-2.431418,81.9,-167.70001,-25.500002,,,,,,
426058,2.9859297,10.128953,-3.0313885,0.022866,-0.846042,-2.995446,81.9,-167.70001,-28.500002,,,,,,
426081,2.878264,9.947716,-2.9165452,-0.503052,0.289636,-3.833866,89.100006,-162.90001,-25.500002,,,,,,
426101,2.8525438,9.666589,-3.2855992,-0.53354,1.196654,-4.169234,89.100006,-160.5,-26.7,,,,,,
426121,2.53493,9.066053,-3.217411,-0.41921,1.25763,-4.15399,93.9,-167.70001,-26.7,,,,,,
426141,2.3518982,8.826796,-3.2407386,-0.121952,1.036592,-3.8109999,93.9,-160.5,-24.900002,,,,,,
426163,2.2771304,8.378188,-2.9883223,0.82317597,0.060976,-3.528986,108.3,-162.90001,-26.1,,,,,,
426183,2.1311834,8.004948,-2.4996395,1.150922,-0.746956,-3.01069,103.50001,-155.70001,-26.7,,,,,,
426203,2.3207948,8.336917,-2.0612006,1.051836,-1.18141,-2.080806,103.50001,-160.5,-24.300001,,,,,,
426224,2.6043146,8.743055,-1.7178667,0.45731997,-0.983238,-2.050318,110.700005,-158.1,-25.500002,,,,,,
426244,2.6431937,8.447573,-1.7088945,-0.503052,-0.259148,-2.2408679,108.3,-162.90001,-24.900002,,,,,,
426264,2.6336236,8.206522,-1.9804513,-0.846042,0.129574,-1.996964,113.100006,-158.1,-25.500002,,,,,,
426284,2.7054007,8.274112,-2.0450509,-0.57164997,0.243904,-1.48629,110.700005,-153.3,-26.1,,,,,,
426304,2.6126885,7.927189,-1.953535,-0.213416,0.525918,-1.44818,115.50001,-158.1,-26.7,,,,,,
426324,2.6760917,7.8625894,-1.782466,0.365856,0.160062,-0.640248,117.9,-155.70001,-24.900002,,,,,,
426344,3.2742345,10.325742,-2.150922,1.189032,0.060976,0.80030996,117.9,-160.5,-24.900002,,,,,,
426364,2.3154113,8.518154,-2.2771304,-0.007622,0.33536798,-1.8673899,115.50001,-158.1,-25.500002,,,,,,
426384,2.329767,7.9499183,-2.5971367,1.48629,-0.487808,-1.272874,117.9,-160.5,-24.900002,,,,,,
426404,2.5785944,9.007435,-2.5767999,1.8369019,-1.554888,-0.312502,115.50001,-153.3,-24.300001,,,,,,
426424,2.4613583,9.029567,-2.8692918,1.326228,-1.48629,-0.92226195,120.3,-153.3,-22.5,,,,,,
426447,2.4362364,8.708364,-3.0589032,1.3795819,-1.783548,-0.93750596,122.700005,-155.70001,-22.5,,,,,,
426467,2.065986,8.511575,-2.8770678,1.44818,-1.737816,-0.792688,122.700005,-153.3,-24.900002,,,,,,
426489,1.4457116,9.404602,-3.0822308,1.3567159,-1.234764,-0.45731997,122.700005,-153.3,-23.7,,,,,,
