time,sensor_accX[g],sensor_accY[g],sensor_accZ[g],sensor_gyroX[°/s],sensor_gyroY[°/s],sensor_gyroZ[°/s],sensor_magX[µT],sensor_magY[µT],sensor_magZ[µT]
1259439,-3.800002336502075,9.00623893737793,0.32000648975372314,-0.6097599864006042,-0.015243999660015106,-0.22103799879550934,129.90000915527344,-146.10000610351562,-65.10000610351562
1259461,-3.785048723220825,8.74126148223877,0.32419347763061523,-0.4344539940357208,0.1600620001554489,-0.16768398880958557,132.3000030517578,-143.70001220703125,-64.5
1259481,-3.67199969291687,8.873451232910156,0.3206046223640442,-0.3201240003108978,0.342989981174469,0.060975998640060425,129.90000915527344,-138.90000915527344,-63.30000305175781
1259501,-3.720449209213257,8.86866569519043,0.3104361891746521,-0.20579399168491364,0.510673999786377,0.07621999830007553,137.10000610351562,-141.3000030517578,-63.900001525878906
1259521,-3.71686053276062,8.939247131347656,0.2769401967525482,-0.13719600439071655,0.5945159792900085,0.04573199898004532,129.90000915527344,-141.3000030517578,-64.5
1259541,-3.6911401748657227,8.914124488830566,0.3122306168079376,-0.19054999947547913,0.6326259970664978,0.007621999830007553,139.5,-146.10000610351562,-63.30000305175781
1259564,-3.7282252311706543,8.883021354675293,0.26557546854019165,-0.1600620001554489,0.5868939757347107,-0.015243999660015106,129.90000915527344,-138.90000915527344,-63.900001525878906
1259585,-3.7126734256744385,8.792701721191406,0.27275320887565613,-0.16768398880958557,0.5564059615135193,-0.007621999830007553,134.70001220703125,-143.70001220703125,-64.5
1259605,-3.7449731826782227,8.891993522644043,0.19977974891662598,-0.09146399796009064,0.4878079891204834,0,132.3000030517578,-146.10000610351562,-64.5
1259625,-3.68695330619812,9.080408096313477,0.1752558946609497,-0.13719600439071655,0.3887220025062561,-0.09908600151538849,132.3000030517578,-143.70001220703125,-63.900001525878906
1259645,-3.68097186088562,8.918312072753906,0.18901318311691284,-0.20579399168491364,0.2972579896450043,-0.3277460038661957,134.70001220703125,-141.3000030517578,-64.5
1259710,-3.6672146320343018,8.981715202331543,0.18901318311691284,-0.26677000522613525,0.5868939757347107,-0.5868939757347107,132.3000030517578,-146.10000610351562,-62.70000076293945
1259730,-3.71087908744812,8.978724479675293,0.24464046955108643,-0.2134159952402115,0.7926880121231079,-0.7240899801254272,129.90000915527344,-143.70001220703125,-63.900001525878906
1259750,-3.761122941970825,8.776552200317383,0.3152213394641876,-0.3277460038661957,0.9603719711303711,-0.7088459730148315,134.70001220703125,-141.3000030517578,-65.10000610351562
1259770,-3.833498239517212,8.773561477661133,0.250023752450943,-0.3201240003108978,1.1585439443588257,-0.5487840175628662,132.3000030517578,-143.70001220703125,-63.30000305175781
1259790,-3.9130513668060303,8.85371208190918,0.2572014629840851,-0.342989981174469,1.1280559301376343,-0.4344539940357208,137.10000610351562,-146.10000610351562,-63.30000305175781
1259812,-3.868788719177246,8.886012077331543,0.3355582058429718,-0.39634400606155396,1.067080020904541,-0.4420759975910187,134.70001220703125,-143.70001220703125,-63.900001525878906
1259832,-3.832900047302246,8.67247486114502,0.43664437532424927,-0.457319974899292,1.0747020244598389,-0.3887220025062561,139.5,-136.5,-63.900001525878906
1259852,-3.8831441402435303,8.65572738647461,0.5227769613265991,-0.3734779953956604,1.189031958580017,-0.25152599811553955,134.70001220703125,-138.90000915527344,-63.30000305175781
1259872,-3.9058735370635986,8.689821243286133,0.5233750939369202,-0.22103799879550934,1.2881180047988892,-0.23628199100494385,134.70001220703125,-141.3000030517578,-65.10000610351562
1259892,-3.9028828144073486,8.76399040222168,0.6956402659416199,-0.1295740008354187,1.4405579566955566,-0.36585599184036255,137.10000610351562,-136.5,-63.900001525878906
1259913,-4.083521842956543,8.583352088928223,0.903195858001709,-0.16768398880958557,1.806414008140564,-0.5640279650688171,132.3000030517578,-146.10000610351562,-63.900001525878906
1259933,-4.210328578948975,9.351964950561523,0.8816627264022827,-0.09146399796009064,2.7058098316192627,-0.6631140112876892,141.90000915527344,-146.10000610351562,-63.900001525878906
1259955,-4.322779178619385,9.174317359924316,0.8601295948028564,-0.1600620001554489,2.8734939098358154,-0.7926880121231079,137.10000610351562,-136.5,-63.30000305175781
1259975,-4.619458198547363,8.725709915161133,1.137069821357727,-0.007621999830007553,3.1402640342712402,-0.7088459730148315,144.3000030517578,-143.70001220703125,-63.30000305175781
1259996,-4.630822658538818,9.2760009765625,1.2614835500717163,0.38109999895095825,3.955817937850952,-0.1295740008354187,144.3000030517578,-146.10000610351562,-60.900001525878906
1260016,-4.887426376342773,9.566699028015137,1.094003438949585,0.571649968624115,4.725639820098877,-0.02286599949002266,139.5,-146.10000610351562,-62.70000076293945
1260039,-5.03038215637207,9.22635555267334,0.9259253144264221,1.0975680351257324,5.114361763000488,0.457319974899292,139.5,-146.10000610351562,-61.500003814697266
1260059,-4.73370361328125,9.23233699798584,0.8074930310249329,1.4862899780273438,5.198204040527344,1.2652519941329956,141.90000915527344,-143.70001220703125,-58.500003814697266
1260080,-4.760021686553955,9.30112361907959,0.2709587514400482,1.9054999351501465,5.442107677459717,1.9740979671478271,139.5,-141.3000030517578,-61.500003814697266
1260100,-4.319190502166748,9.555334091186523,-0.21892032027244568,2.042695999145508,4.969543933868408,2.378063917160034,144.3000030517578,-148.5,-59.70000076293945
1260121,-3.5541656017303467,9.00922966003418,-0.07297344505786896,1.882633924484253,4.32167387008667,2.637212038040161,141.90000915527344,-150.90000915527344,-58.500003814697266
1260141,-2.8064868450164795,9.229944229125977,0.02751457691192627,2.14178204536438,4.588443756103516,3.3231918811798096,144.3000030517578,-150.90000915527344,-56.70000076293945
1260161,-2.5235652923583984,10.3616304397583,-0.08254373073577881,2.378063917160034,5.541193962097168,3.2850818634033203,137.10000610351562,-153.3000030517578,-56.70000076293945
1260181,-3.2150185108184814,10.642757415771484,-0.42288708686828613,2.0198299884796143,5.640279769897461,1.9512319564819336,141.90000915527344,-153.3000030517578,-56.10000228881836
1260247,-3.893312692642212,9.503893852233887,0.09749730676412582,1.242385983467102,5.815586090087891,0.2896359860897064,139.5,-158.10000610351562,-54.900001525878906
1260268,-3.953126907348633,9.566699028015137,0.060412440448999405,1.1737879514694214,6.920775890350342,1.067080020904541,139.5,-155.70001220703125,-52.500003814697266
1260289,-4.30244255065918,9.117493629455566,-0.4001576602458954,1.2118979692459106,7.919257640838623,1.6692179441452026,137.10000610351562,-155.70001220703125,-51.900001525878906
1260309,-4.097877502441406,9.112110137939453,-0.4695422351360321,1.189031958580017,8.163162231445312,2.179892063140869,141.90000915527344,-162.90000915527344,-50.10000228881836
1260329,-3.5780911445617676,9.539782524108887,-0.5993392467498779,1.189031958580017,8.833897590637207,2.240867853164673,141.90000915527344,-162.90000915527344,-50.10000228881836
1260349,-3.6229519844055176,9.369909286499023,-0.9905247688293457,1.2118979692459106,9.405548095703125,1.600619912147522,132.3000030517578,-158.10000610351562,-48.900001525878906
1260370,-3.794020891189575,9.442883491516113,-1.5073202848434448,1.6311079263687134,9.512255668640137,1.4481799602508545,144.3000030517578,-160.5,-48.30000305175781
1260432,-3.6797754764556885,9.636083602905273,-1.8853466510772705,1.3490939140319824,8.811031341552734,0.8079319596290588,137.10000610351562,-158.10000610351562,-46.5
1260452,-3.9477436542510986,9.475780487060547,-2.26875638961792,1.196653962135315,9.093046188354492,1.371959924697876,139.5,-158.10000610351562,-45.900001525878906
1260472,-3.847853660583496,8.81303882598877,-2.4553768634796143,0.5792719721794128,8.864385604858398,2.3704419136047363,137.10000610351562,-165.3000030517578,-42.30000305175781
1260493,-3.606802225112915,8.92548942565918,-2.7729907035827637,0.739333987236023,8.948227882385254,2.843005895614624,137.10000610351562,-165.3000030517578,-44.10000228881836
1260513,-3.0475385189056396,8.83875846862793,-2.9667892456054688,0.6097599864006042,8.315601348876953,3.2850818634033203,137.10000610351562,-165.3000030517578,-41.70000076293945
1260534,-2.5355279445648193,8.603090286254883,-2.9817426204681396,0.6783579587936401,8.094563484191895,3.506119966506958,132.3000030517578,-170.10000610351562,-42.30000305175781
1260554,-1.8506543636322021,8.93745231628418,-3.4022371768951416,1.0823240280151367,8.376577377319336,3.559473991394043,127.50000762939453,-167.70001220703125,-41.10000228881836
1260577,-1.5360311269760132,8.64974594116211,-3.3854892253875732,0.914639949798584,8.650969505310059,2.1494040489196777,127.50000762939453,-165.3000030517578,-38.70000076293945
1260598,-1.2872036695480347,8.819618225097656,-3.3005528450012207,0.7850660085678101,9.542743682861328,1.3872039318084717,120.30000305175781,-172.5,-38.10000228881836
1260618,-0.7739970088005066,9.39862060546875,-3.2293739318847656,0.1295740008354187,10.32018756866455,1.0899460315704346,125.10000610351562,-167.70001220703125,-36.900001525878906
1260638,-1.131088376045227,8.263344764709473,-2.6569511890411377,-1.14329993724823,11.219583511352539,-0.09146399796009064,125.10000610351562,-172.5,-37.5
1260660,-1.4804039001464844,7.469609260559082,-3.0026776790618896,-0.9527499675750732,12.400993347167969,-0.08384199440479279,117.9000015258789,-167.70001220703125,-36.900001525878906
1260680,-1.6568560600280762,7.177117347717285,-3.236551523208618,-0.6478700041770935,12.408616065979004,0.3048799932003021,122.70000457763672,-170.10000610351562,-36.900001525878906
1260700,-1.737605333328247,7.2476983070373535,-3.4231722354888916,0.26677000522613525,11.440621376037598,0.8765299916267395,117.9000015258789,-170.10000610351562,-35.10000228881836
1260723,-1.3518030643463135,7.580265998840332,-3.0541179180145264,0.739333987236023,10.388785362243652,1.295740008354187,122.70000457763672,-167.70001220703125,-35.70000076293945
1260743,-0.9994968771934509,7.7991862297058105,-2.7975146770477295,-0.1448179930448532,9.52750015258789,1.8978779315948486,113.10000610351562,-165.3000030517578,-33.900001525878906
1260763,-0.8762794733047485,7.720231533050537,-2.856132745742798,-0.7469559907913208,10.03817367553711,1.7454379796981812,122.70000457763672,-172.5,-34.5
1260785,-0.5646469593048096,7.677762985229492,-3.2981603145599365,-0.8765299916267395,9.306461334228516,2.233245849609375,120.30000305175781,-167.70001220703125,-34.5
1260849,0.029907148331403732,8.131753921508789,-2.5732109546661377,-1.7683039903640747,6.89028787612915,1.4558019638061523,108.30000305175781,-174.90000915527344,-33.900001525878906
1260871,-0.30983805656433105,7.7333903312683105,-3.0152387619018555,-2.179892063140869,7.240900039672852,0.2743920087814331,108.30000305175781,-172.5,-32.70000076293945
1260911,0.11603973805904388,9.02298641204834,-3.6702053546905518,0.1295740008354187,4.939055919647217,0.4725639820098877,103.50000762939453,-172.5,-33.900001525878906
1260931,0.7871561646461487,9.234130859375,-3.3131139278411865,0.10670799762010574,3.6280720233917236,0.17530599236488342,105.9000015258789,-170.10000610351562,-32.70000076293945
1260951,1.5390218496322632,9.341796875,-3.063688278198242,0.228659987449646,3.163130044937134,0.8231759667396545,108.30000305175781,-177.3000030517578,-32.10000228881836
1260971,1.6604448556900024,8.72331714630127,-2.578594446182251,-0.2439039945602417,3.2622158527374268,1.3338500261306763,98.70000457763672,-177.3000030517578,-32.10000228881836
1261014,2.137763023376465,9.739562034606934,-2.2514102458953857,-0.571649968624115,3.346057891845703,2.9725799560546875,98.70000457763672,-170.10000610351562,-33.30000305175781
1261034,2.0761542320251465,9.089380264282227,-1.8578320741653442,-1.2195199728012085,3.1707520484924316,2.042695999145508,91.5,-177.3000030517578,-31.500001907348633
1261054,2.2813172340393066,9.499706268310547,-1.7543532848358154,-0.6631140112876892,3.0183119773864746,2.1036720275878906,89.10000610351562,-174.90000915527344,-32.10000228881836
1261074,2.47990083694458,10.688815116882324,-1.949347972869873,-0.2972579896450043,3.1707520484924316,2.080806016921997,86.70000457763672,-165.3000030517578,-32.10000228881836
1261096,3.7037012577056885,13.463600158691406,-2.610893964767456,0,2.5000159740448,3.650938034057617,81.9000015258789,-172.5,-29.700000762939453
1261116,3.482388496398926,11.467597007751465,-0.9857395887374878,-2.1494040489196777,1.0365920066833496,-1.5091559886932373,84.30000305175781,-177.3000030517578,-30.30000114440918
1261136,1.6718095541000366,8.198745727539062,-0.6364241242408752,-1.5167779922485352,2.538125991821289,-2.530503988265991,86.70000457763672,-170.10000610351562,-31.500001907348633
1261156,1.6921464204788208,10.13553237915039,-1.4905723333358765,-0.6402480006217957,3.0259339809417725,-0.030487999320030212,91.5,-177.3000030517578,-32.10000228881836
1261179,0.6226668357849121,8.702980041503906,-1.3835047483444214,-1.6844619512557983,2.591480016708374,-2.446661949157715,89.10000610351562,-177.3000030517578,-32.70000076293945
1261199,-0.1782466024160385,8.276504516601562,-1.9888253211975098,0.114329993724823,1.6844619512557983,-3.003067970275879,91.5,-165.3000030517578,-30.900001525878906
1261219,0.1339840292930603,8.080911636352539,-1.6670244932174683,1.0442140102386475,0.12195199728012085,-2.7134318351745605,89.10000610351562,-174.90000915527344,-30.30000114440918
1261239,0.29667890071868896,8.50918197631836,-1.6897538900375366,1.425313949584961,-0.2972579896450043,-1.935987949371338,89.10000610351562,-174.90000915527344,-32.10000228881836
1261261,0.43784064054489136,7.654435634613037,-1.496553659439087,0.8765299916267395,-0.8993960022926331,-0.8155539631843567,96.30000305175781,-172.5,-29.700000762939453
1261322,1.1185274124145508,8.750831604003906,-1.8979076147079468,0.7545779943466187,-1.5091559886932373,1.3948259353637695,91.5,-182.10000610351562,-30.900001525878906
1261344,1.4672447443008423,8.981715202331543,-1.84646737575531,0.6250039935112,-1.7911700010299683,1.4024479389190674,91.5,-174.90000915527344,-29.700000762939453
1261364,1.7645217180252075,9.21738338470459,-1.8398877382278442,0.4192099869251251,-1.7149499654769897,1.2500079870224,91.5,-170.10000610351562,-29.100000381469727
1261384,1.940375804901123,9.3477783203125,-1.7567459344863892,0.09146399796009064,-1.4481799602508545,0.8307979702949524,91.5,-170.10000610351562,-29.700000762939453
1261407,1.925422191619873,9.315478324890137,-1.6957353353500366,-0.17530599236488342,-0.914639949798584,0.28201398253440857,91.5,-174.90000915527344,-29.100000381469727
1261427,1.83749520778656,9.19046688079834,-1.6771929264068604,-0.3887220025062561,-0.46494197845458984,-0.4420759975910187,91.5,-172.5,-29.700000762939453
1261447,1.81656014919281,8.028873443603516,-1.2878018617630005,-0.800309956073761,0.36585599184036255,-0.8612859845161438,91.5,-172.5,-30.900001525878906
1261467,1.8973095417022705,8.056985855102539,-1.2794277667999268,-0.6250039935112,0.8689079880714417,-0.6097599864006042,89.10000610351562,-172.5,-31.500001907348633
1261487,2.23884916305542,9.01820182800293,-1.514497995376587,-0.1448179930448532,1.882633924484253,-0.1600620001554489,89.10000610351562,-170.10000610351562,-30.900001525878906
1261507,2.601922035217285,10.080503463745117,-2.000190019607544,-0.114329993724823,2.942091941833496,0.16768398880958557,84.30000305175781,-170.10000610351562,-29.700000762939453
1261530,2.3022522926330566,8.735877990722656,-2.071369171142578,-1.189031958580017,3.60520601272583,-0.8841519951820374,89.10000610351562,-167.70001220703125,-30.900001525878906
1261550,2.089911460876465,8.58694076538086,-2.5702202320098877,-0.2439039945602417,4.992409706115723,0.457319974899292,81.9000015258789,-167.70001220703125,-29.700000762939453
1261570,2.2155215740203857,9.69948673248291,-3.579287528991699,0.4192099869251251,5.998513698577881,1.2881180047988892,89.10000610351562,-174.90000915527344,-29.700000762939453
1261632,1.9660959243774414,10.925679206848145,-5.020812034606934,1.1204339265823364,5.190581798553467,1.8445239067077637,77.10000610351562,-174.90000915527344,-29.100000381469727
1261652,2.3142151832580566,11.024373054504395,-5.347398281097412,1.067080020904541,3.6814258098602295,0.7774440050125122,84.30000305175781,-172.5,-26.100000381469727
1261672,1.8476636409759521,9.73118782043457,-5.115318775177002,0.914639949798584,2.538125991821289,-0.5411620140075684,81.9000015258789,-172.5,-29.100000381469727
1261695,1.2692593336105347,8.168838500976562,-4.827611923217773,1.4558019638061523,1.9436099529266357,-0.853663980960846,81.9000015258789,-174.90000915527344,-27.900001525878906
1261715,1.030002236366272,7.975638389587402,-4.378406524658203,1.4481799602508545,1.14329993724823,-0.19054999947547913,74.70000457763672,-174.90000915527344,-26.700000762939453
1261777,1.3643641471862793,8.223867416381836,-3.758132219314575,-0.5259180068969727,1.9588539600372314,-1.1509219408035278,77.10000610351562,-167.70001220703125,-26.100000381469727
1261806,1.4134118556976318,8.044425010681152,-3.848451852798462,-0.7545779943466187,2.2180018424987793,-0.3201240003108978,84.30000305175781,-172.5,-24.900001525878906
1261846,1.6706132888793945,7.607780456542969,-3.395059585571289,-0.9756159782409668,2.2027578353881836,1.471045970916748,79.5,-174.90000915527344,-25.500001907348633
1261866,1.8201490640640259,7.878140926361084,-3.490164279937744,-0.8231759667396545,2.3551979064941406,2.14178204536438,67.5,-177.3000030517578,-26.100000381469727
1261888,1.9744699001312256,8.222073554992676,-3.615774154663086,-0.49542999267578125,1.8673899173736572,2.0960500240325928,69.9000015258789,-172.5,-25.500001907348633
1261928,2.1832218170166016,8.458937644958496,-3.954921245574951,0.05335399881005287,0.5945159792900085,1.3262280225753784,72.30000305175781,-172.5,-25.500001907348633
1261948,2.3297669887542725,8.412282943725586,-3.8376853466033936,0.07621999830007553,-0.08384199440479279,0.8993960022926331,62.70000076293945,-167.70001220703125,-24.30000114440918
1261968,2.5145931243896484,8.379384994506836,-3.8616111278533936,0.030487999320030212,-0.33536797761917114,0.5411620140075684,65.10000610351562,-170.10000610351562,-24.900001525878906
1261991,2.6096978187561035,8.263943672180176,-3.860414743423462,-0.05335399881005287,-0.5182960033416748,0.08384199440479279,62.70000076293945,-172.5,-24.900001525878906
1262011,2.7436819076538086,8.126370429992676,-3.7222437858581543,-0.228659987449646,-0.510673999786377,-0.09908600151538849,60.30000305175781,-172.5,-26.700000762939453
1262031,2.754448413848877,7.976236343383789,-3.5756986141204834,-0.46494197845458984,-0.3201240003108978,-0.13719600439071655,69.9000015258789,-167.70001220703125,-27.900001525878906
1262054,2.623455047607422,7.571293830871582,-3.386087417602539,-0.8460419774055481,-0.19817200303077698,-0.19054999947547913,69.9000015258789,-172.5,-26.700000762939453
1262074,2.5259578227996826,7.446281909942627,-3.1988685131073,-0.8079319596290588,0.12195199728012085,0.038109999150037766,65.10000610351562,-170.10000610351562,-26.100000381469727
1262094,2.8088793754577637,8.376992225646973,-3.3525912761688232,-0.6173819899559021,0.1600620001554489,0.342989981174469,67.5,-177.3000030517578,-24.900001525878906
1262179,2.999088764190674,8.77296257019043,-2.5702202320098877,-1.4405579566955566,-1.5015339851379395,1.2500079870224,57.900001525878906,-170.10000610351562,-26.700000762939453
1262279,2.8357958793640137,10.292245864868164,-1.5611531734466553,-1.4329359531402588,-2.278977870941162,-1.242385983467102,55.500003814697266,-172.5,-28.500001907348633
1262299,3.1312785148620605,11.133234977722168,-1.3571864366531372,-1.5701320171356201,-1.9512319564819336,-1.1737879514694214,55.500003814697266,-165.3000030517578,-30.900001525878906
1262319,3.3334507942199707,11.162544250488281,-1.0706759691238403,-2.2103798389434814,-1.4405579566955566,-1.3872039318084717,55.500003814697266,-174.90000915527344,-28.500001907348633
1262339,2.729924440383911,9.48415470123291,-0.6705182790756226,-2.7591638565063477,-0.7088459730148315,-1.417691946029663,65.10000610351562,-170.10000610351562,-30.30000114440918
1262361,2.6192681789398193,9.732982635498047,-0.9223364591598511,-1.6920839548110962,0.4039659798145294,-0.19817200303077698,60.30000305175781,-177.3000030517578,-29.700000762939453
